Country Name,Country Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Hungary,HUN,71.24634146,72.24878049,72.34878049,72.3,72.64878049,72.64878049,73.09756098,73.15121951,73.70243902,73.90487805,74.20731707,74.85853659,75.06341463,75.56585366,75.76341463,75.96097561,
IBRD only,IBD,68.25188245,68.57579036,68.87857596,69.18160353,69.49764255,69.78631275,70.11443797,70.42523948,70.71417844,71.02548525,71.30696304,71.60250652,71.86153187,72.11589743,72.34335635,72.55544022,
IDA & IBRD total,IBT,65.65701,65.96854865,66.27287383,66.58788359,66.92221269,67.24279352,67.59903674,67.94414797,68.27134744,68.61169322,68.92197931,69.23511107,69.51357594,69.78210044,70.02402922,70.24842028,
IDA total,IDA,56.14469728,56.52928924,56.95905102,57.43449649,57.94934697,58.49378303,59.0573118,59.62749611,60.18825967,60.72666354,61.23310031,61.7024605,62.13760262,62.54378434,62.92237258,63.27507351,
IDA blend,IDB,55.29236981,55.49982799,55.77811628,56.11098554,56.50454897,56.94700671,57.42841891,57.93395003,58.44613306,58.94992619,59.4382176,59.89242819,60.30603558,60.68853703,61.03881152,61.35832808,
Indonesia,IDN,66.24687805,66.43012195,66.6082439,66.78880488,66.97487805,67.16856098,67.3684878,67.56973171,67.76829268,67.96314634,68.15273171,68.33741463,68.51758537,68.69512195,68.8684878,69.03863415,
IDA only,IDX,56.56886657,57.0404785,57.54413118,58.0884918,58.6617343,59.25516537,59.85814685,60.4595565,61.04404418,61.59966225,62.11612449,62.59424284,63.04081966,63.45961686,63.8531217,64.22299397,
Isle of Man,IMN,,,77.96585366,,,,,,,,,,,,,,
India,IND,62.59339024,62.98563415,63.37453659,63.76497561,64.15839024,64.56009756,64.97090244,65.3897561,65.81065854,66.23017073,66.63992683,67.03165854,67.40007317,67.73934146,68.05002439,68.33260976,
Ireland,IRL,76.53658537,77.13414634,77.63414634,78.13902439,78.53902439,78.94390244,79.24146341,79.64146341,80.09512195,80.1902439,80.74390244,80.74634146,80.84634146,81,81.34878049,81.50243902,
